-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 8.19672e-06 7.98918e-06
-2.6125 0 0
-2.5875 8.19672e-06 7.98918e-06
-2.5625 0 0
-2.5375 2.45902e-05 1.74842e-05
-2.5125 0 0
-2.4875 8.19672e-06 7.98918e-06
-2.4625 3.27869e-05 1.86914e-05
-2.4375 4.91803e-05 2.04097e-05
-2.4125 6.55738e-05 2.13744e-05
-2.3875 4.91803e-05 2.34718e-05
-2.3625 9.83607e-05 3.35966e-05
-2.3375 0.000188525 5.08923e-05
-2.3125 0.000147541 3.04495e-05
-2.2875 0.000327869 5.31208e-05
-2.2625 0.000385246 5.94192e-05
-2.2375 0.00052459 0.000110944
-2.2125 0.000745902 9.16238e-05
-2.1875 0.00101639 9.60102e-05
-2.1625 0.00110656 0.000111713
-2.1375 0.00159016 0.000178493
-2.1125 0.00231148 0.000158475
-2.0875 0.00247541 0.000137108
-2.0625 0.00322131 0.000173598
-2.0375 0.00386066 0.000235996
-2.0125 0.00531148 0.000286628
-1.9875 0.00665574 0.000352058
